t   Re(psi(x_0,t))   Im(psi(x_0,t))    Re(psi(x_n,t))   Im(psi(x_n,t))
0.0  4.98421956514629e-27  0.0  5.436971285605379e-138  0.0
0.001  -3.253861319440751e-17  -3.627309250733593e-17  4.056474485455835e-18  1.6640160442758373e-17
0.002  -6.986898929995895e-17  4.5461175322320876e-17  -7.514378945642396e-17  -1.76785179036933e-17
0.003  1.8433979481748614e-17  4.309236873604376e-17  -7.12456349971551e-17  1.384777368696269e-16
0.004  2.990914462332759e-18  6.576014602744043e-17  1.1231081429159183e-16  6.17023367426153e-17
0.005  1.1358679692404839e-16  3.437153303049857e-17  -1.934392278941283e-17  -3.682562836421173e-18
0.006  -3.03903091047016e-17  -4.035202955036808e-17  6.114036486866105e-17  8.675424683662534e-17
0.007  2.5659357956127433e-17  1.0536511316462332e-16  -2.8689065991952793e-17  -1.5715301316794623e-17
0.008  5.80382804165335e-17  -3.7379768755179465e-18  1.0313104072720902e-16  1.154190069837756e-16
0.009000000000000001  8.556662681041991e-17  1.3064627649737213e-16  1.6921491634781734e-16  -5.327456404592626e-17
0.01  2.4037214061596706e-16  -5.1568624986513936e-17  6.588363475230928e-17  -3.950975953628119e-17
0.011  1.556535474695337e-17  -1.0449442861910461e-16  9.612378689617276e-17  -9.548548439434729e-17
0.012  6.326638490403379e-17  -1.0611484038740052e-16  5.6689390345980066e-18  -4.6927112729975604e-17
0.013000000000000001  -9.191798972728999e-17  -1.133342230401973e-16  7.832344535737862e-17  -8.036150440835414e-18
0.014  -1.1582531935401192e-16  8.544167227329037e-17  -1.9519862261102375e-17  -1.475166018827925e-16
0.015  4.0106117690497037e-17  8.493918931518021e-17  -1.7043497535093607e-16  3.453596822025642e-17
0.016  -3.536983692273883e-17  4.334294401270084e-17  5.162546249120073e-18  1.722763299322413e-16
0.017  6.974803197721745e-17  8.468928024092115e-17  4.8958777776686106e-17  1.480890728718367e-16
0.018000000000000002  9.714676041718828e-17  3.511926164608175e-17  2.132322731096966e-16  5.109846863494995e-17
0.019  1.4708831161142624e-16  -1.3828649072701985e-17  1.82309829756299e-16  -7.947441470968599e-17
0.02  7.435136377907006e-17  -9.179236898776246e-17  1.2955230087837747e-16  -1.2905864782902404e-16
0.021  1.2230163680801155e-16  -8.793276858710499e-17  -4.89805377269264e-18  -2.5859637492052474e-16
0.022  -7.199588124075305e-17  -3.0314270458587074e-16  -1.5166055891413714e-16  -6.305822862402326e-17
0.023  -3.175907967250363e-16  4.409800085466208e-17  -5.434921277858246e-17  -6.035442272481543e-17
0.024  9.22132005646134e-18  1.7859854813350762e-16  -2.1339881451814194e-16  9.079993726509433e-17
0.025  3.9858873425829994e-18  1.5194488349952795e-17  1.1017782516155434e-16  2.45337723530972e-16
0.026000000000000002  7.479503358180447e-17  1.8961905113278512e-16  1.481227330259015e-16  -2.4080964767783706e-17
0.027  1.8610190985503735e-16  -2.8370457114714753e-17  1.3887698854076086e-16  1.3212648590611259e-17
0.028  1.3338861429024181e-16  -1.1245908341658091e-18  1.70916382727e-16  -1.5996590331120272e-16
0.029  2.2728922155165423e-16  -2.547026064443812e-16  -4.648117249079173e-17  -1.659709810513627e-16
0.03  -1.6565390765428446e-16  -2.8570369798437234e-16  4.3890126652326394e-17  -2.0722396702586804e-16
0.031  -1.432300436155648e-16  -8.244542819177357e-17  -2.5066740148103735e-16  -2.476345057926726e-16
0.032  -2.466025462100956e-16  -6.126977711955326e-17  -2.954544351412229e-16  2.3571708343343776e-17
