t   Re(psi(x_0,t))   Im(psi(x_0,t))    Re(psi(x_n,t))   Im(psi(x_n,t))
0.0  6.885197753377492e-47  0.0  2.0068251958577994e-102  0.0
0.01  4.728271279915688e-18  1.1318424254673319e-17  1.3736916904185761e-17  -1.6974335092363505e-17
0.02  -1.469872950833075e-17  4.3096766776584416e-17  -4.268553841192414e-17  1.266812614474614e-17
0.03  -1.5989876357069927e-17  -2.6820251461007114e-17  7.132745044629676e-18  4.6474786118384124e-17
0.04  1.472841063254628e-17  -7.023926018886675e-19  5.823028767099423e-17  1.337293684317023e-18
0.05  4.6848939755027836e-17  -5.014655931331864e-17  6.470680910022508e-17  7.542633177927355e-18
0.06  -2.5875105819206373e-17  -2.7502081591236047e-18  -5.67093880547956e-17  -1.5969568673135484e-16
0.07  -4.9628829038366976e-17  3.3627290957829264e-17  -4.152316793566073e-17  3.4096312580134784e-17
0.08  8.094880353375748e-17  -9.887772533048433e-18  4.217517394193557e-17  6.311953224046764e-17
0.09  -2.84277183924692e-17  -1.0018987045961092e-16  1.8854213548367445e-16  -1.3705201173002942e-16
0.1  -1.7468017877439666e-16  -8.974175326847151e-17  -5.398934617835169e-19  5.816512408204522e-17
0.11  -1.1029198644381188e-16  -2.91676392356732e-17  4.283159395157872e-17  9.807766098821095e-18
0.12  1.2788297205506391e-16  -9.03794795757413e-17  1.5576845155066893e-17  7.291823416282406e-17
0.13  -6.882728158108111e-17  3.6994662952562916e-17  -1.4606622225469312e-16  4.6753400271703756e-17
0.14  1.2136998282512125e-17  7.455878921577261e-17  -3.9793779563333046e-17  -2.8848773838867784e-17
0.15  1.7321603132218827e-16  -2.450381634601255e-17  4.496813499759641e-17  8.326001631670057e-17
0.16  1.0758566420328359e-16  9.237959460801295e-17  1.347696273607934e-17  -5.827289183986651e-17
0.17  -6.378904789572248e-17  -1.6797130130277692e-16  1.5651944817935972e-17  -6.139986992879303e-17
0.18  -3.1511081661353004e-16  1.2525657453462644e-16  2.749213650463486e-18  4.3991798283225965e-17
0.19  -1.428967501106616e-16  1.397229411910569e-16  9.698828771897531e-17  2.905617338612841e-16
0.2  -4.01040234819126e-18  5.086188517413108e-17  8.01795603072703e-17  6.207809438433585e-17
0.21  -1.1502025772372756e-16  -4.048606349034652e-17  1.2775727686489805e-16  -1.7803188825931736e-16
0.22  -6.66244848211247e-17  -1.117510477541963e-16  -4.037365581369633e-17  -8.719833433238951e-17
0.23  -3.0117871019297916e-17  -8.100562271127656e-17  -2.660319148071972e-16  -2.0909281592359457e-16
0.24  3.199552693193959e-16  -4.9379500416811107e-17  -1.3235607471900783e-16  7.758355001706062e-17
0.25  5.628470193883565e-17  2.976618789460757e-16  -9.289475457400702e-17  5.929563254886919e-17
0.26  1.7969254594190774e-16  -9.031490810259545e-20  -7.572641158530377e-17  -2.0768439780708627e-16
