t   Re(c(t))    Im(c(t))
0.0  1.0000000000000002  0.0
0.01  0.9999718746044146  0.007500000002965657
0.02  0.9998874999997334  0.014999578124993343
0.03  0.9997468809320953  0.022498312508876284
0.04  0.9995500253114344  0.029995781344868577
0.05  0.9992969442110358  0.03749156289441249
0.06  0.9989876518669129  0.044985235513861445
0.07  0.9986221656770047  0.05247637767819794
0.08  0.9982005062002005  0.05996456800474462
0.09  0.9977226971551808  0.06744938527686734
0.1  0.9971887654190837  0.074930408467669
0.11  0.9965987410259936  0.08240721676367269
0.12  0.9959526571652507  0.08987938958849268
0.13  0.9952505501795861  0.09734650662649226
0.14  0.9944924595630751  0.10480814784642681
0.15  0.9936784279589169  0.11226389352507082
0.16  0.9928085011570359  0.11971332427082793
0.17  0.9918827280915054  0.12715602104732168
0.18  0.990901160837796  0.1345915651969668
0.19  0.9898638546098445  0.14201953846451917
0.2  0.9887708677569509  0.14943952302060287
0.21  0.9876222617604926  0.1568511014852133
0.22  0.9864181012304697  0.16425385695119546
0.23  0.985158453901868  0.17164737300769503
0.24  0.9838433906308497  0.17903123376358202
0.25  0.9824729853907681  0.1864050238708447
0.26  0.9810473152680061  0.19376832854795367
0.27  0.9795664604576397  0.20112073360319324
0.28  0.9780305042589275  0.20846182545796027
0.29  0.9764395330706253  0.21579119117002832
0.3  0.9747936363861252  0.22310841845677587
0.31  0.9730929067884223  0.23041309571837756
0.32  0.971337439944906  0.23770481206095706
0.33  0.9695273346019797  0.24498315731970033
0.34  0.9676626925795055  0.25224772208192725
0.35000000000000003  0.9657436187650771  0.25949809771012183
0.36  0.9637702211081193  0.26673387636491835
0.37  0.961742610613816  0.27395465102804256
0.38  0.9596609013368668  0.2811600155252067
0.39  0.9575252103750694  0.2883495645489572
0.4  0.9553356578627357  0.2955228936814737
0.41000000000000003  0.9530923669639307  0.3026795994173177
0.42  0.950795463865548  0.3098192791861301
0.43  0.9484450777702076  0.3169415313752759
0.44  0.9460413408889927  0.32404595535243585
0.45  0.9435843884340088  0.33113215148814146
0.46  0.9410743586107799  0.33819972117825525
0.47000000000000003  0.938511392610474  0.3452482668663921
0.48  0.9358956346019615  0.3522773920662823
0.49  0.9332272317237038  0.35928670138407387
0.5  0.9305063340754789  0.3662758005405745
0.51  0.9277330947099366  0.3732442963934293
0.52  0.924907669623989  0.380191796959236
0.53  0.9220302177500379  0.38711791143559354
0.54  0.9191009009470316  0.39402225022308573
0.55  0.9161198839913619  0.4009044249471965
0.56  0.9130873345675952  0.4077640484801558
0.5700000000000001  0.9100034232590398  0.41460073496271604
0.58  0.9068683235381507  0.42141409982585715
0.59  0.903682211756771  0.4282037598124186
0.6  0.9004452671362131  0.43496933299865836
0.61  0.8971576717571763  0.4417104388157359
0.62  0.8938196105495053  0.44842669807111957
0.63  0.8904312712817867  0.45511773296991714
0.64  0.8869928445507892  0.4617831671361261
0.65  0.8835045237707387  0.4684226256338053
0.66  0.8799665051624423  0.4750357349881662
0.67  0.876378987742249  0.4816221232065802
0.68  0.8727421733108539  0.48818141979950397
0.6900000000000001  0.8690562664419487  0.49471325580131964
0.7000000000000001  0.8653214744707132  0.5012172637910893
0.71  0.8615380074821527  0.507693077913223
0.72  0.857706078299281  0.5141403338980582
0.73  0.8538259024711472  0.52055866908235
0.74  0.8498976982607138  0.5269477224296718
0.75  0.8459216866325765  0.5333071345507234
0.76  0.8418980912405362  0.5396365477235474
0.77  0.8378271384150182  0.5459356059136508
0.78  0.8337090571503407  0.5522039547940318
0.79  0.8295440790918335  0.558441241765113
0.8  0.8253324385228077  0.564647115974573
0.81  0.821074372351378  0.5708212283370832
0.8200000000000001  0.8167701200971355  0.5769632315539444
0.8300000000000001  0.8124199238776744  0.5830727801326221
0.84  0.8080240283949737  0.5891495304061808
0.85  0.8035826809216318  0.5951931405526156
0.86  0.7990961312869569  0.6012032706140803
0.87  0.7945646318629149  0.6071795825160093
0.88  0.7899884375499323  0.6131217400861361
0.89  0.7853678057625588  0.6190294090734014
0.9  0.7807029964149863  0.6249022571667567
0.91  0.7759942719064296  0.6307399540138559
0.92  0.7712418971063659  0.6365421712396383
0.93  0.7664461393396356  0.6423085824647998
0.9400000000000001  0.7616072683714052  0.6480388633241528
0.9500000000000001  0.7567255563919923  0.6537326914848705
0.96  0.7518012780015557  0.6593897466646192
0.97  0.7468347101946482  0.6650097106495749
0.98  0.7418261323446347  0.6705922673123222
0.99  0.7367758261879793  0.6761371026296373
1.0  0.7316840758083956  0.6816439047001515
1.01  0.7265511676208674  0.6871123637618964
1.02  0.7213773903555375  0.6925421722097281
1.03  0.7161630350414669  0.6979330246126304
1.04  0.7109083949902633  0.7032846177308946
1.05  0.7056137657795829  0.7085966505331788
1.06  0.7002794452365037  0.713868824213439
1.07  0.6949057334207721  0.7191008422077386
1.08  0.6894929326079247  0.7242924102109302
1.09  0.6840413472722853  0.7294432361932099
1.1  0.6785512840698372  0.7345530304165448
1.11  0.6730230518209743  0.7396215054509707
1.12  0.6674569614931297  0.7446483761907601
1.1300000000000001  0.6618533261832826  0.7496333598704599
1.1400000000000001  0.6562124611003478  0.7545761760807975
1.1500000000000001  0.6505346835474437  0.7594765467844531
1.16  0.6448203129040445  0.7643341963317005
1.17  0.6390696706080145  0.7691488514759114
1.18  0.633283080137527  0.7739202413889276
1.19  0.6274608669928686  0.7786480976762936
1.2  0.6216033586781297  0.7833321543923543
1.21  0.6157108846827813  0.7879721480552155
1.22  0.6097837764631424  0.7925678176615644
1.23  0.6038223674237335  0.7971189047013506
