t   Re(psi(x_0,t))   Im(psi(x_0,t))    Re(psi(x_n,t))   Im(psi(x_n,t))
0.0  -2.059722071997882e-52  0.0  2.059722071997882e-52  0.0
0.01  -1.0598826636783809e-17  -2.5682455182894446e-17  -2.0897358349952358e-17  -7.338781675375935e-18
0.02  -4.6981759358397404e-18  -1.2378079837782428e-17  -8.322068464660257e-17  4.975957701162107e-17
0.03  7.781859058382328e-18  -1.1523366713713608e-17  -1.3390609680579673e-17  1.5961770774385286e-17
0.04  5.97801740366151e-17  4.605011950724235e-17  5.656797809975786e-17  2.6057765297943942e-17
0.05  1.8071995926682336e-17  -5.615038950586139e-17  -5.933328153830484e-17  -8.074171074109868e-17
0.06  -1.1388443869208455e-16  1.1372815120187772e-16  9.441540658317607e-19  8.831691324006294e-17
0.07  1.39900385870938e-16  -3.237470952214122e-17  -2.8412501864193575e-17  -5.692268340976642e-17
0.08  7.408135840355237e-17  1.3271864834402955e-17  -6.024385622466244e-17  -6.392522684264456e-17
0.09  8.486875683937388e-17  9.165334651617445e-17  -3.609942748773542e-17  -1.0663891307377542e-16
0.1  2.7775742496202344e-17  2.1409346739906797e-16  -3.996517248232096e-17  -2.2027181863030823e-17
0.11  1.3910153430915797e-16  -2.4231123432151186e-17  7.02757186223154e-18  -2.2231947270922177e-16
0.12  -2.6858327049748135e-16  5.587261092293906e-17  -4.412152248500995e-17  -1.3033644931239216e-16
0.13  2.0959096303649118e-16  2.1400677270384377e-16  -9.440916237308738e-18  1.9418353240993332e-16
0.14  -3.275871873656354e-17  -4.2752758103682563e-17  4.707088808965591e-17  -3.140985857931721e-16
0.15  -9.263382620801913e-17  -2.7563281233202303e-17  1.3044267994389219e-16  1.0924212431853358e-16
0.16  -8.312575121176208e-17  -1.1480019366101532e-17  -2.279141798882208e-16  1.3099580307370247e-16
0.17  3.234754017285757e-16  1.0027862150196606e-16  -2.6300747483374933e-17  1.0236534745343131e-16
0.18  -1.731227867955489e-16  -2.8253155916943556e-17  1.041284497903268e-17  -3.773730098246271e-16
0.19  -9.217469988153606e-18  1.7683773679300515e-16  -1.801839380372546e-16  8.893291965376115e-17
0.2  -1.2754886369103058e-16  -1.0664378114584408e-17  2.7834837112236765e-16  4.799825246575059e-17
