t   Re(psi(x_0,t))   Im(psi(x_0,t))    Re(psi(x_n,t))   Im(psi(x_n,t))
0.0  3.209763284634507e-51  0.0  3.209763284634507e-51  0.0
0.01  2.6110880613693952e-17  2.01138453020139e-17  2.3362366864884062e-17  1.79965984281177e-17
0.02  5.861257372162821e-17  -2.4920998115892433e-17  1.1887839991860085e-17  -6.091419497212784e-17
0.03  -3.937297747995898e-17  3.9741726233165835e-17  -5.586405997281831e-17  2.7038244989788633e-17
0.04  8.8846224958537e-17  -1.6312825030342348e-18  1.0994054995239558e-17  8.4689874955848e-18
0.05  -1.1083433494901611e-16  -1.5306692488135372e-17  -3.7585407486717923e-17  -9.902463870225943e-17
0.06  1.0994054995239558e-17  8.4689874955848e-18  5.4076489979577265e-17  1.1172811994563662e-16
0.07  -1.0994054995239558e-17  -8.4689874955848e-18  5.765162996605937e-17  -1.6580460992521388e-16
0.08  -3.3429057484028934e-16  9.284628747101917e-17  2.2881894987099643e-17  -5.244520747654303e-17
0.09  -1.1887839991860085e-17  6.091419497212784e-17  3.434970598422879e-16  5.4389064959990925e-17
0.1  -2.8673921487284903e-16  -1.508104924174922e-16  6.77518999646784e-17  -8.795243996191647e-17
0.11  -2.2881894987099643e-17  5.244520747654303e-17  5.4970274976197795e-17  4.2344937477924e-17
0.12  -1.0100269998619032e-17  -7.785216996329743e-17  1.5570433992659487e-16  -2.0200539997238064e-17
0.13  -4.755135996744034e-17  2.4365677988851136e-16  -9.984027995377655e-17  -6.8377049925505685e-18
0.14  -1.539167699333538e-16  -1.185658249381872e-16  1.5570433992659487e-16  -2.0200539997238064e-17
0.15  -7.785216996329743e-17  1.0100269998619032e-17  -5.912662497888678e-17  -1.5065420492728534e-16
0.16  -6.270176496536887e-17  1.2687852494356518e-16  1.0100269998619032e-17  7.785216996329743e-17
0.17  -3.7138514988407665e-17  -1.3371622993611575e-16  -8.312700005377986e-18  -2.1661853489872268e-16
