t   Re(c(t))    Im(c(t))
0.0  1.0  0.0
0.01  0.9999625027341494  0.004999687524607292
0.02  0.9998500437355675  0.009997500787231987
0.03  0.9996627213200517  0.014991568475500625
0.04  0.9994006990772853  0.019980025165728582
0.05  0.9990642054672487  0.024961014241007825
0.06  0.9986535332579412  0.029932690777973687
0.07  0.9981690388071295  0.03489322439211956
0.08  0.9976111411915917  0.039840802031789864
0.09  0.9969803211880152  0.04477363071130345
0.1  0.9962771201104094  0.04968994017403852
0.11  0.9955021385095191  0.054587985476742734
0.12  0.9946560347403294  0.05946604948681468
0.13  0.9937395234043074  0.06432244528482944
0.14  0.9927533736735165  0.06915551846514878
0.15  0.9916984075042049  0.0739636493280574
0.16  0.9905754977478424  0.07874525495749891
0.17  0.9893855661679334  0.08349879117913908
0.18  0.9881295813711912  0.08822275439415757
0.19  0.9868085566618957  0.09291568328485351
0.2  0.9854235478283914  0.09757616038884374
0.21  0.9839756508708026  0.10220281353932342
0.22  0.982465999679064  0.10679431716954911
0.23  0.9808957636703575  0.11134939348038222
0.24  0.9792661453949774  0.11586681347039701
0.25  0.9775783781195175  0.12034539782870127
0.26  0.9758337233961053  0.12478401769124395
0.27  0.9740334686261876  0.12918159526197634
0.28  0.9721789246271192  0.13353710430080282
0.29  0.9702714232095048  0.13784957048078778
0.3  0.9683123147729016  0.1421180716175835
0.31  0.9663029659271447  0.1463417377745024
0.32  0.9642447571461544  0.1505197512470781
0.33  0.9621390804606741  0.1546513464313386
0.34  0.9599873371959586  0.15873580958035305
0.35000000000000003  0.9577909357599879  0.16277247845391102
0.36  0.9555512894873218  0.16676074186644774
0.37  0.9532698145432553  0.17070003913854287
0.38  0.9509479278924616  0.17458985945749414
0.39  0.9485870453358507  0.17842974115260177
0.4  0.9461885796189125  0.18221927089089457
0.41000000000000003  0.9437539386143462  0.1859580827990908
0.42  0.9412845235813546  0.1896458575176087
0.43  0.9387817275035254  0.19328232119243793
0.44  0.9362469335068243  0.1968672444106406
0.45  0.9336815133587972  0.20040044108518754
0.46  0.9310868260497263  0.20388176729474097
0.47000000000000003  0.9284642164560822  0.20731112008387678
0.48  0.925815014086299  0.21068843622910377
0.49  0.9231405319085518  0.21401369097587872
0.5  0.920442065259929  0.21728689675164117
0.51  0.9177208908361003  0.22050810185970435
0.52  0.9149782657603276  0.22367738915863727
0.53  0.9122154267304268  0.22679487473156135
0.54  0.9094335892420804  0.22986070654956603
0.55  0.906633946886697  0.23287506313322368
0.56  0.9038176707218621  0.23583815221595084
0.5700000000000001  0.9009859087122516  0.23875020941273575
0.58  0.8981397852387749  0.24161149689751374
0.59  0.8952804006735824  0.24442230209224325
0.6  0.892408831018501  0.24718293637050126
0.61  0.8895261276043729  0.24989373377819285
0.62  0.8866333168487239  0.25255504977374027
0.63  0.8837314000691484  0.25516725998990597
0.64  0.8808213533497664  0.2577307590191832
0.65  0.877904127458101  0.26024595922448884
0.66  0.8749806478097253  0.26271328957669
0.67  0.8720518144780334  0.26513319452030853
0.68  0.8691185022465251  0.267506132868561
0.6900000000000001  0.8661815607010128  0.26983257672872346
0.7000000000000001  0.8632418143592121  0.2721130104586389
0.71  0.8603000628352184  0.2743479296550348
0.72  0.8573570810364312  0.2765378401741663
0.73  0.8544136193905504  0.2786832571851663
0.74  0.8514704041003317  0.28078470425635244
0.75  0.8485281374238611  0.2828427124746208
0.76  0.8455874979781897  0.28485781959794587
0.77  0.8426491410642285  0.2868305692409031
0.78  0.8397136990109128  0.2887615100930342
0.79  0.8367817815366929  0.2906511951697917
0.8  0.8338539761265216  0.292500181095719
0.81  0.8309308484225677  0.29430902741945075
0.8200000000000001  0.8280129426269842  0.2960782959600541
0.8300000000000001  0.8251007819151358  0.2978085501841791
0.84  0.8221948688577732  0.2995003546134269
0.85  0.8192956858507263  0.3011542742613091
0.86  0.816403695550762  0.3027708740991282
0.87  0.8135193413163417  0.304350718550078
0.88  0.8106430476520791  0.30589437101083267
0.89  0.8077752206557824  0.307402393399875
0.9  0.8049162484670331  0.30887534573178965
0.91  0.8020665017163277  0.3103137857167388
0.92  0.7992263339738734  0.31171826838432337
0.93  0.7963960821971987  0.31308934573102887
0.9400000000000001  0.7935760671768004  0.31442756639044633
0.9500000000000001  0.7907665939791113  0.31573347532546814
0.96  0.7879679523861296  0.31700761354164775
0.97  0.7851804173311087  0.3182505178209289
0.98  0.7824042493297575  0.31946272047494795
0.99  0.7796396949064548  0.32064474911712887
1.0  0.7768869870150233  0.32179712645279385
1.01  0.7741463454536657  0.3229203700865325
1.02  0.7714179772736933  0.32401499234607956
1.03  0.7687020771817341  0.3250815001219688
1.04  0.7659988279351335  0.32612039472224913
1.05  0.7633084007303033  0.3271321717415592
1.06  0.7606309555838093  0.328117320943881
1.07  0.757966641706012  0.3290763261583076
1.08  0.7553155978671173  0.3300096651871781
1.09  0.7526779527555084  0.330917809725955
1.1  0.750053825328267  0.3318012252942346
1.11  0.7474433251538082  0.3326603711773041
1.12  0.7448465527465808  0.3334957003776764
1.1300000000000001  0.7422635998938039  0.3343076595760517
1.1400000000000001  0.7396945499742258  0.3350966891011802
1.1500000000000001  0.7371394782689185  0.33586322290811055
1.16  0.7345984522641233  0.336607688564339
1.17  0.7320715319461936  0.3373305072433807
1.18  0.7295587700886783  0.33803209372531506
1.19  0.7270602125316162  0.33871285640386645
1.2  0.7245758984531109  0.33937319729960524
1.21  0.722105860633274  0.3400135120788681
1.22  0.7196501257106286  0.34063419007801693
1.23  0.7172087144310748  0.34123561433266986
1.24  0.7147816418895272  0.3418181616115554
1.25  0.7123689177643366  0.3423822024546576
1.26  0.7099705465446193  0.34292810121533357
1.27  0.7075865277506179  0.3434562161061019
1.28  0.7052168561472208  0.3439668992478128
1.29  0.7028615219507777  0.34446049672192847
1.3  0.7005205110293411  0.34493734862564995
1.31  0.6981938050964763  0.3453977891296478
1.32  0.6958813818987769  0.34584214653815837
1.33  0.6935832153972261  0.34627074335122593
1.34  0.6912992759425489  0.34668389632887986
1.35  0.6890295304446927  0.3470819165570482
1.36  0.6867739425365853  0.3474651095150174
1.37  0.6845324727323039  0.34783377514426544
1.3800000000000001  0.6823050785798055  0.3481882079184937
1.3900000000000001  0.6800917148083552  0.3485286969147074
1.4000000000000001  0.6778923334707915  0.3488555258851891
1.41  0.6757068840807726  0.34916897333022906
1.42  0.6735353137451343  0.34946931257148006
1.43  0.6713775672915011  0.34975681182581175
1.44  0.6692335873912819  0.35003173427955103
1.45  0.6671033146781818  0.3502943381629975
1.46  0.6649866878623647  0.3505448768251133
1.47  0.6628836438403863  0.3507835988082933
